concept,prefLabel,broad,altLabels
https://hdl.handle.net/20.500.11840/termmaster10079105,theeceremnonies,https://hdl.handle.net/20.500.11840/termmaster10048364,tea ceremonies
https://hdl.handle.net/20.500.11840/termmaster10061769,Labuhanbatu Selatan (regentschap),https://hdl.handle.net/20.500.11840/termmaster10061673,Labuhanbatu Selatan (kabupaten) | Labuhanbatu Selatan (regency)
https://hdl.handle.net/20.500.11840/termmaster10066343,watervallen,https://hdl.handle.net/20.500.11840/termmaster10066337,waterfalls (natural bodies of water)
https://hdl.handle.net/20.500.11840/termmaster10076351,Seneca,https://hdl.handle.net/20.500.11840/termmaster10076346,
https://hdl.handle.net/20.500.11840/termmaster10060700,Gilbert-eilanden,https://hdl.handle.net/20.500.11840/termmaster10060699,Gilbert Islands
https://hdl.handle.net/20.500.11840/termmaster10065174,celluloseacetaat (CA),https://hdl.handle.net/20.500.11840/termmaster10065170,CA (plastic) | Kodak Safety Film | cellulose acetaat (CA) | cellulose acetate (CA)
https://hdl.handle.net/20.500.11840/termmaster10063710,Federally Administered Tribal Areas,https://hdl.handle.net/20.500.11840/termmaster10063663,FATA | Federaal Bestuurde Stamgebieden
https://hdl.handle.net/20.500.11840/termmaster10068705,pothaken,https://hdl.handle.net/20.500.11840/termmaster10068700,halen | pot-hooks
https://hdl.handle.net/20.500.11840/termmaster10058854,Todos Santos,https://hdl.handle.net/20.500.11840/termmaster10058825,
https://hdl.handle.net/20.500.11840/termmaster10063524,Centraal-Thailand,https://hdl.handle.net/20.500.11840/termmaster10063483,Central Thailand | Thailand: centraal | Thailand: central
https://hdl.handle.net/20.500.11840/termmaster10075850,Delfts,https://hdl.handle.net/20.500.11840/termmaster10075841,Delft
https://hdl.handle.net/20.500.11840/termmaster10078590,Bisharin,https://hdl.handle.net/20.500.11840/termmaster10078588,
https://hdl.handle.net/20.500.11840/termmaster10057314,Cuenca (provincie) -Spanje,https://hdl.handle.net/20.500.11840/termmaster10057313,Cuenca (ESP province)
https://hdl.handle.net/20.500.11840/termmaster10068754,condensatoren,https://hdl.handle.net/20.500.11840/termmaster10068753,condensers
https://hdl.handle.net/20.500.11840/termmaster10063628,Muong Sing,https://hdl.handle.net/20.500.11840/termmaster10063622,Mouong Sing
https://hdl.handle.net/20.500.11840/termmaster10065042,damasceren,https://hdl.handle.net/20.500.11840/termmaster10065040,damascening
https://hdl.handle.net/20.500.11840/termmaster10068286,ceremoniële vaartuigen,https://hdl.handle.net/20.500.11840/termmaster10068251,ceremonial watercraft
https://hdl.handle.net/20.500.11840/termmaster10054815,Ngaoundéré,https://hdl.handle.net/20.500.11840/termmaster10054795,
https://hdl.handle.net/20.500.11840/termmaster10071608,sleephaken,https://hdl.handle.net/20.500.11840/termmaster10071607,hitches | trekhaken
https://hdl.handle.net/20.500.11840/termmaster10072039,grammofoonnaalden,https://hdl.handle.net/20.500.11840/termmaster10072038,fonograafnaalden | gramophone needles
https://hdl.handle.net/20.500.11840/termmaster10054368,Ksar el Boukhari,https://hdl.handle.net/20.500.11840/termmaster10054367,Ksar El-Boukhari
https://hdl.handle.net/20.500.11840/termmaster10060433,Fergusson-eiland,https://hdl.handle.net/20.500.11840/termmaster10060431,Fergusson Island
https://hdl.handle.net/20.500.11840/termmaster10078545,Mesguilda,https://hdl.handle.net/20.500.11840/termmaster10078544,Beni Mesguilda
https://hdl.handle.net/20.500.11840/termmaster10065269,nefrietsteen,https://hdl.handle.net/20.500.11840/termmaster10065268,lapis aequipondus | martelaarsteen | martyr's stone | pietra nefritica
https://hdl.handle.net/20.500.11840/termmaster10060528,Walis,https://hdl.handle.net/20.500.11840/termmaster10060520,
https://hdl.handle.net/20.500.11840/termmaster10054438,Chichaoua,https://hdl.handle.net/20.500.11840/termmaster10054431,
https://hdl.handle.net/20.500.11840/termmaster10075807,Rooms-katholiek,https://hdl.handle.net/20.500.11840/termmaster10075800,Roman Catholic | katholicisme | katholiek
https://hdl.handle.net/20.500.11840/termmaster10061863,Pandai Sikek,https://hdl.handle.net/20.500.11840/termmaster10061857,
https://hdl.handle.net/20.500.11840/termmaster10057715,Haute-Normandie,https://hdl.handle.net/20.500.11840/termmaster10057434,
https://hdl.handle.net/20.500.11840/termmaster10071098,keukengerei naar functie,https://hdl.handle.net/20.500.11840/termmaster10071086,culinary equipment by function
https://hdl.handle.net/20.500.11840/termmaster10067917,laden en ladenonderdelen,https://hdl.handle.net/20.500.11840/termmaster10067910,drawers and drawer components
https://hdl.handle.net/20.500.11840/termmaster10064727,vastpennen,https://hdl.handle.net/20.500.11840/termmaster10064720,doweling
https://hdl.handle.net/20.500.11840/termmaster10070345,tobbes,https://hdl.handle.net/20.500.11840/termmaster10070287,tubs (containers)
https://hdl.handle.net/20.500.11840/termmaster10057996,Graubünden,https://hdl.handle.net/20.500.11840/termmaster10057984,
https://hdl.handle.net/20.500.11840/termmaster10071125,kookgereedschap,https://hdl.handle.net/20.500.11840/termmaster10071107,cooking equipment | cooking utensils
https://hdl.handle.net/20.500.11840/termmaster10062901,Berbak,https://hdl.handle.net/20.500.11840/termmaster10062900,Berbek
https://hdl.handle.net/20.500.11840/termmaster10056947,Lingen,https://hdl.handle.net/20.500.11840/termmaster10056946,
https://hdl.handle.net/20.500.11840/termmaster10071954,kraaienpoten,https://hdl.handle.net/20.500.11840/termmaster10071948,caltrops
https://hdl.handle.net/20.500.11840/termmaster10071624,strijkijzers,https://hdl.handle.net/20.500.11840/termmaster10071618,irons
https://hdl.handle.net/20.500.11840/termmaster10075815,Candomblé,https://hdl.handle.net/20.500.11840/termmaster10075813,
https://hdl.handle.net/20.500.11840/termmaster10063206,Prambanan (vlakte),https://hdl.handle.net/20.500.11840/termmaster10063199,Kewe Plain | Kewu-vlakte | Prambanan Plain
https://hdl.handle.net/20.500.11840/termmaster10065406,klei,https://hdl.handle.net/20.500.11840/termmaster10065382,clay | native clay
https://hdl.handle.net/20.500.11840/termmaster10056758,Mittelfranken,https://hdl.handle.net/20.500.11840/termmaster10056737,
https://hdl.handle.net/20.500.11840/termmaster10065546,tempera,https://hdl.handle.net/20.500.11840/termmaster10065543,tempera paint
https://hdl.handle.net/20.500.11840/termmaster10067274,foto's naar vorm: kleur,https://hdl.handle.net/20.500.11840/termmaster10067264,photographs by form: color
https://hdl.handle.net/20.500.11840/termmaster10079524,siliconenrubber (SI),https://hdl.handle.net/20.500.11840/termmaster10065161,Polysilixane | SI (siliconenrubber) | SIR | Silastic | Silicone rubber (SI) | Silopren | polysiloxaan | silicone | silicone elastomer
https://hdl.handle.net/20.500.11840/termmaster10070040,stadskaarten,https://hdl.handle.net/20.500.11840/termmaster10070039,city maps | stadsplannen | stadsplattegronden
https://hdl.handle.net/20.500.11840/termmaster10058598,Rio de Janeiro (deelstaat),https://hdl.handle.net/20.500.11840/termmaster10058588,Rio de Janeiro (state)
https://hdl.handle.net/20.500.11840/termmaster10077657,Buleleng,https://hdl.handle.net/20.500.11840/termmaster10077656,Boeleleng | Noord-Balinees
https://hdl.handle.net/20.500.11840/termmaster10078219,Nyai,https://hdl.handle.net/20.500.11840/termmaster10078216,
https://hdl.handle.net/20.500.11840/termmaster10070367,pakmanden,https://hdl.handle.net/20.500.11840/termmaster10070364,draagkorven | draagmanden | pack baskets
https://hdl.handle.net/20.500.11840/termmaster10069067,schaalonderdelen,https://hdl.handle.net/20.500.11840/termmaster10069066,scale components
https://hdl.handle.net/20.500.11840/termmaster10063083,Salatiga (stadsgemeente),https://hdl.handle.net/20.500.11840/termmaster10063042,Salatiga (kota) | Salatiga (municipality)
https://hdl.handle.net/20.500.11840/termmaster10066954,minaretten,https://hdl.handle.net/20.500.11840/termmaster10066952,minarets
https://hdl.handle.net/20.500.11840/termmaster10056443,Dronten,https://hdl.handle.net/20.500.11840/termmaster10056442,
https://hdl.handle.net/20.500.11840/termmaster10068429,herenfietsen,https://hdl.handle.net/20.500.11840/termmaster10068428,men's bicycles
https://hdl.handle.net/20.500.11840/termmaster10057955,Eisenerz,https://hdl.handle.net/20.500.11840/termmaster10057954,
https://hdl.handle.net/20.500.11840/termmaster10054124,Pool (departement),https://hdl.handle.net/20.500.11840/termmaster10054110,Pool (department)
https://hdl.handle.net/20.500.11840/termmaster10063998,Araku,https://hdl.handle.net/20.500.11840/termmaster10063997,
https://hdl.handle.net/20.500.11840/termmaster10064790,aquatint,https://hdl.handle.net/20.500.11840/termmaster10064789,aquatint (printing process)
https://hdl.handle.net/20.500.11840/termmaster10069930,eigendomsmerken,https://hdl.handle.net/20.500.11840/termmaster10069928,ownership marks
https://hdl.handle.net/20.500.11840/termmaster10067730,fotolampen,https://hdl.handle.net/20.500.11840/termmaster10067729,foto-opnamelampen | photoflood lamps
https://hdl.handle.net/20.500.11840/termmaster10060215,South Australia,https://hdl.handle.net/20.500.11840/termmaster10060133,Zuid-Australië (deelstaat)
https://hdl.handle.net/20.500.11840/termmaster10066355,duinen,https://hdl.handle.net/20.500.11840/termmaster10066354,dunes
https://hdl.handle.net/20.500.11840/termmaster10076305,Tesuque,https://hdl.handle.net/20.500.11840/termmaster10076299,Tesuque Pueblo
https://hdl.handle.net/20.500.11840/termmaster10076476,Precolumbiaanse noordelijk Midden-Amerikaanse stijlen,https://hdl.handle.net/20.500.11840/termmaster10076475,Pre-Columbian Costa Rican styles | Pre-Columbian Northern Central American styles | Precolumbiaans Costa Rica stijlen en perioden
https://hdl.handle.net/20.500.11840/termmaster10068908,versieringen (objectgenres),https://hdl.handle.net/20.500.11840/termmaster10068880,decorations (object genres) | versieringen
https://hdl.handle.net/20.500.11840/termmaster10069094,meetinstrumenten voor het meten van elektriciteit,https://hdl.handle.net/20.500.11840/termmaster10069093,electricity measuring devices
https://hdl.handle.net/20.500.11840/termmaster10077293,Jianwen,https://hdl.handle.net/20.500.11840/termmaster10077291,
https://hdl.handle.net/20.500.11840/termmaster10054776,Benin,https://hdl.handle.net/20.500.11840/termmaster10054775,Dahomey
https://hdl.handle.net/20.500.11840/termmaster10056421,Sleen,https://hdl.handle.net/20.500.11840/termmaster10056387,
https://hdl.handle.net/20.500.11840/termmaster10057901,Zagreb,https://hdl.handle.net/20.500.11840/termmaster10057900,
https://hdl.handle.net/20.500.11840/termmaster10067442,wrijfprenten,https://hdl.handle.net/20.500.11840/termmaster10067247,Abklatsch | afwrijfprenten | rubbingprenten | rubbings | rubbings (visual works) | wrijfsels
https://hdl.handle.net/20.500.11840/termmaster10078407,Vai,https://hdl.handle.net/20.500.11840/termmaster10078383,Vaï | Vei
https://hdl.handle.net/20.500.11840/termmaster10050379,theorieën van maatschappelijke vooruitgang,https://hdl.handle.net/20.500.11840/termmaster10050137,theories of social progress
https://hdl.handle.net/20.500.11840/termmaster10057695,Vendée,https://hdl.handle.net/20.500.11840/termmaster10057694,
https://hdl.handle.net/20.500.11840/termmaster10067551,bedekkingen en voorhangen voor meubilair,https://hdl.handle.net/20.500.11840/termmaster10067544,coverings and hangings for furniture
https://hdl.handle.net/20.500.11840/termmaster10077520,Sumbawa,https://hdl.handle.net/20.500.11840/termmaster10077504,
https://hdl.handle.net/20.500.11840/termmaster10056897,Wallücke,https://hdl.handle.net/20.500.11840/termmaster10056894,
https://hdl.handle.net/20.500.11840/termmaster10067510,heiligenbeelden,https://hdl.handle.net/20.500.11840/termmaster10067494,saintly sculptures
https://hdl.handle.net/20.500.11840/termmaster10057338,Madrid,https://hdl.handle.net/20.500.11840/termmaster10057337,
https://hdl.handle.net/20.500.11840/termmaster10064433,Band-e Qir,https://hdl.handle.net/20.500.11840/termmaster10064429,Band Qir | Band-i-Qir | Bend-i-Kir
https://hdl.handle.net/20.500.11840/termmaster10057842,Borislav,https://hdl.handle.net/20.500.11840/termmaster10057841,
https://hdl.handle.net/20.500.11840/termmaster10077134,Nara,https://hdl.handle.net/20.500.11840/termmaster10077132,
https://hdl.handle.net/20.500.11840/termmaster10077417,Pontianak,https://hdl.handle.net/20.500.11840/termmaster10077411,
https://hdl.handle.net/20.500.11840/termmaster10069680,halsbergen,https://hdl.handle.net/20.500.11840/termmaster10069679,gorgets
https://hdl.handle.net/20.500.11840/termmaster10078432,Gurma,https://hdl.handle.net/20.500.11840/termmaster10078416,Gourma | Gourmantche | Gulmance | Gurmanceba | Gurmanche
https://hdl.handle.net/20.500.11840/termmaster10061076,Lautem (district),https://hdl.handle.net/20.500.11840/termmaster10061075,
https://hdl.handle.net/20.500.11840/termmaster10048461,bontbewerking,https://hdl.handle.net/20.500.11840/termmaster10048459,fur working
https://hdl.handle.net/20.500.11840/termmaster10055966,Goedereede,https://hdl.handle.net/20.500.11840/termmaster10055808,
https://hdl.handle.net/20.500.11840/termmaster10065301,graniet,https://hdl.handle.net/20.500.11840/termmaster10065300,grantite | moorstone
https://hdl.handle.net/20.500.11840/termmaster10067347,nishiki-e,https://hdl.handle.net/20.500.11840/termmaster10067346,
https://hdl.handle.net/20.500.11840/termmaster10055064,Wassulu-gebied,https://hdl.handle.net/20.500.11840/termmaster10055051,Wassulu Area
https://hdl.handle.net/20.500.11840/termmaster10056187,Oisterwijk,https://hdl.handle.net/20.500.11840/termmaster10056165,
https://hdl.handle.net/20.500.11840/termmaster10055144,Balé,https://hdl.handle.net/20.500.11840/termmaster10055142,
https://hdl.handle.net/20.500.11840/termmaster10061917,Manna,https://hdl.handle.net/20.500.11840/termmaster10061916,
https://hdl.handle.net/20.500.11840/termmaster10054800,Batouri,https://hdl.handle.net/20.500.11840/termmaster10054795,
https://hdl.handle.net/20.500.11840/termmaster10061297,Manokwari Selatan (regentschap),https://hdl.handle.net/20.500.11840/termmaster10061284,Manokwari Selatan (kabupaten) | Manokwari Selatan (regency) | Ransiki (onderafdeling)
https://hdl.handle.net/20.500.11840/termmaster10069299,halssieraden,https://hdl.handle.net/20.500.11840/termmaster10069293,halstooien | halsversieringen | neck decorations
https://hdl.handle.net/20.500.11840/termmaster10070901,uitrusting voor voorspellen,https://hdl.handle.net/20.500.11840/termmaster10070891,divinatie-uitrusting | equipment for prophesizing | uitrusting voor orakelen | uitrusting voor predictie | uitrusting voor waarzeggen | uitrusting voor wichelen
https://hdl.handle.net/20.500.11840/termmaster10066821,spaarbanken,https://hdl.handle.net/20.500.11840/termmaster10066820,savings banks
https://hdl.handle.net/20.500.11840/termmaster10071173,ijsschaven,https://hdl.handle.net/20.500.11840/termmaster10071167,ice shavers | ijsschrapers (keukengerei)
https://hdl.handle.net/20.500.11840/termmaster10054023,Mbandaka,https://hdl.handle.net/20.500.11840/termmaster10054015,
https://hdl.handle.net/20.500.11840/termmaster10048918,explosieve wapens,https://hdl.handle.net/20.500.11840/termmaster10048907,explosive weapons
https://hdl.handle.net/20.500.11840/termmaster10076112,Xingú,https://hdl.handle.net/20.500.11840/termmaster10076109,Xinguanos
https://hdl.handle.net/20.500.11840/termmaster10075899,Oude Europese stijlen en perioden,https://hdl.handle.net/20.500.11840/termmaster10075898,
https://hdl.handle.net/20.500.11840/termmaster10062646,Telen (rivier),https://hdl.handle.net/20.500.11840/termmaster10062645,Sungai Telen | Telen River
https://hdl.handle.net/20.500.11840/termmaster10069825,geboorteakten,https://hdl.handle.net/20.500.11840/termmaster10069823,birth certificates
https://hdl.handle.net/20.500.11840/termmaster10076002,Pame,https://hdl.handle.net/20.500.11840/termmaster10075995,
https://hdl.handle.net/20.500.11840/termmaster10061090,Palekbang  ,https://hdl.handle.net/20.500.11840/termmaster10061088,
https://hdl.handle.net/20.500.11840/termmaster10069708,lendenbeschermers,https://hdl.handle.net/20.500.11840/termmaster10069664,loin guards | lumbar guards
https://hdl.handle.net/20.500.11840/termmaster10056173,Liessel,https://hdl.handle.net/20.500.11840/termmaster10056171,
https://hdl.handle.net/20.500.11840/termmaster10065061,koperslaan,https://hdl.handle.net/20.500.11840/termmaster10065057,coppersmithing
https://hdl.handle.net/20.500.11840/termmaster10061158,Sagada,https://hdl.handle.net/20.500.11840/termmaster10061157,
https://hdl.handle.net/20.500.11840/termmaster10065934,Korhogo-weefsel,https://hdl.handle.net/20.500.11840/termmaster10065930,korhogo cloth
https://hdl.handle.net/20.500.11840/termmaster10062963,Malo,https://hdl.handle.net/20.500.11840/termmaster10062960,
https://hdl.handle.net/20.500.11840/termmaster10062406,Dompu (regentschap),https://hdl.handle.net/20.500.11840/termmaster10062402,Dompu  (regency) | Dompu (kabupaten)
https://hdl.handle.net/20.500.11840/termmaster10065604,plantaardig materiaal,https://hdl.handle.net/20.500.11840/termmaster10065603,plant material
https://hdl.handle.net/20.500.11840/termmaster10063686,Wah,https://hdl.handle.net/20.500.11840/termmaster10063682,
https://hdl.handle.net/20.500.11840/termmaster10065819,web,https://hdl.handle.net/20.500.11840/termmaster10065810,web (secretion)
https://hdl.handle.net/20.500.11840/termmaster10064070,Rann-van-Kutch,https://hdl.handle.net/20.500.11840/termmaster10064034,Rann-van-Kachchh
https://hdl.handle.net/20.500.11840/termmaster10063511,Nakhon Si Thammarat,https://hdl.handle.net/20.500.11840/termmaster10063510,Lakhon | Lakon | Ligor | Nagara Sri Dharmaraja
https://hdl.handle.net/20.500.11840/termmaster10069030,originelen en afgeleide objecten,https://hdl.handle.net/20.500.11840/termmaster10068871,originals and derivative objects
https://hdl.handle.net/20.500.11840/termmaster10057118,Oberkochen,https://hdl.handle.net/20.500.11840/termmaster10057108,
https://hdl.handle.net/20.500.11840/termmaster10066306,mangatonderdelen (wegelementen),https://hdl.handle.net/20.500.11840/termmaster10066305,manhole components
https://hdl.handle.net/20.500.11840/termmaster10065580,hechtmiddel,https://hdl.handle.net/20.500.11840/termmaster10065494,adhesive | kleefstof
https://hdl.handle.net/20.500.11840/termmaster10071785,bandages,https://hdl.handle.net/20.500.11840/termmaster10071774,zwachtels
https://hdl.handle.net/20.500.11840/termmaster10059090,Mil Cumbres,https://hdl.handle.net/20.500.11840/termmaster10059059,
https://hdl.handle.net/20.500.11840/termmaster10079168,stelen en diefstal,https://hdl.handle.net/20.500.11840/termmaster10049277,pilfering | stelen van dingen in kleine hoeveelheid | winkeldiefstal | zakkenrollerij
https://hdl.handle.net/20.500.11840/termmaster10079126,sprookjes,https://hdl.handle.net/20.500.11840/termmaster10048337,fairy tales
https://hdl.handle.net/20.500.11840/termmaster10064381,Kazerun,https://hdl.handle.net/20.500.11840/termmaster10064377,
https://hdl.handle.net/20.500.11840/termmaster10056503,Portland,https://hdl.handle.net/20.500.11840/termmaster10056498,
https://hdl.handle.net/20.500.11840/termmaster10068141,mesgeld,https://hdl.handle.net/20.500.11840/termmaster10068137,blade money | knife money
https://hdl.handle.net/20.500.11840/termmaster10047976,oogsten,https://hdl.handle.net/20.500.11840/termmaster10047962,030104 | harvesting
https://hdl.handle.net/20.500.11840/termmaster10057990,Monte San Giorgio,https://hdl.handle.net/20.500.11840/termmaster10057985,
https://hdl.handle.net/20.500.11840/termmaster10061204,Salawati (eiland),https://hdl.handle.net/20.500.11840/termmaster10061202,Pulau Salawati | Salawati | Salawati (island) | Salawatti | Salewati
https://hdl.handle.net/20.500.11840/termmaster10066700,kunstschildersateliers,https://hdl.handle.net/20.500.11840/termmaster10066699,painters studios
https://hdl.handle.net/20.500.11840/termmaster10056644,België,https://hdl.handle.net/20.500.11840/termmaster10055587,BEL  | Belgium
https://hdl.handle.net/20.500.11840/termmaster10068939,tegels,https://hdl.handle.net/20.500.11840/termmaster10068934,tiles
https://hdl.handle.net/20.500.11840/termmaster10064117,Zuidwest-Azië: regionaal,https://hdl.handle.net/20.500.11840/termmaster10064116,
https://hdl.handle.net/20.500.11840/termmaster10067062,stallen,https://hdl.handle.net/20.500.11840/termmaster10067057,stables (animal housing) | veestallen
https://hdl.handle.net/20.500.11840/termmaster10057791,Cínovec,https://hdl.handle.net/20.500.11840/termmaster10057790,Cinovec
https://hdl.handle.net/20.500.11840/termmaster10071708,krachthamers,https://hdl.handle.net/20.500.11840/termmaster10071707,jackhammers
https://hdl.handle.net/20.500.11840/termmaster10060878,Fukuoka,https://hdl.handle.net/20.500.11840/termmaster10060877,
https://hdl.handle.net/20.500.11840/termmaster10064034,Gujarat (deelstaat),https://hdl.handle.net/20.500.11840/termmaster10063752,Gujarat (state) | Gujerat
https://hdl.handle.net/20.500.11840/termmaster10077311,Shunzhi,https://hdl.handle.net/20.500.11840/termmaster10077310,
https://hdl.handle.net/20.500.11840/termmaster10058608,Tefé,https://hdl.handle.net/20.500.11840/termmaster10058604,
https://hdl.handle.net/20.500.11840/termmaster10055446,Filipstad,https://hdl.handle.net/20.500.11840/termmaster10055444,
https://hdl.handle.net/20.500.11840/termmaster10064112,Farg'ona (regio),https://hdl.handle.net/20.500.11840/termmaster10064106,Ferg'ona (region) | Fergana
https://hdl.handle.net/20.500.11840/termmaster10078234,Ila,https://hdl.handle.net/20.500.11840/termmaster10078232,Baila | Baschukulompo | Maschukulompo | Maschukulumbuwe | Mashukulumbuwe | Shukulumbuwe
https://hdl.handle.net/20.500.11840/termmaster10076583,Antilliaans,https://hdl.handle.net/20.500.11840/termmaster10076582,Dutch Antillian
https://hdl.handle.net/20.500.11840/termmaster10078286,Mbembe,https://hdl.handle.net/20.500.11840/termmaster10078280,M'bembe | Mbembe (Cross River region style)
https://hdl.handle.net/20.500.11840/termmaster10076048,Chuj,https://hdl.handle.net/20.500.11840/termmaster10076036,
https://hdl.handle.net/20.500.11840/termmaster10063943,Chhatarpur,https://hdl.handle.net/20.500.11840/termmaster10063940,
https://hdl.handle.net/20.500.11840/termmaster10060069,Northland (regio),https://hdl.handle.net/20.500.11840/termmaster10060043,Northland Region | Te Tai Tokerau
https://hdl.handle.net/20.500.11840/termmaster10063882,West-India,https://hdl.handle.net/20.500.11840/termmaster10063871,India: west | Western India
https://hdl.handle.net/20.500.11840/termmaster10071680,wasborden,https://hdl.handle.net/20.500.11840/termmaster10071671,washboards
