concept,prefLabel,broad,altLabels
https://hdl.handle.net/20.500.11840/termmaster10063627,Luang Prabang,https://hdl.handle.net/20.500.11840/termmaster10063622,Louangphrabang
https://hdl.handle.net/20.500.11840/termmaster10068897,gewijde objecten,https://hdl.handle.net/20.500.11840/termmaster10068882,gewijde voorwerpen | sacra | sacred objects
https://hdl.handle.net/20.500.11840/termmaster10064768,beitsen,https://hdl.handle.net/20.500.11840/termmaster10064758,gebeitst | staining
https://hdl.handle.net/20.500.11840/termmaster10048584,landkaarten,https://hdl.handle.net/20.500.11840/termmaster10048583,maps
https://hdl.handle.net/20.500.11840/termmaster10061273,Rumbati,https://hdl.handle.net/20.500.11840/termmaster10061264,
https://hdl.handle.net/20.500.11840/termmaster10068130,geld,https://hdl.handle.net/20.500.11840/termmaster10068126,money
https://hdl.handle.net/20.500.11840/termmaster10058968,Platón Sánchez,https://hdl.handle.net/20.500.11840/termmaster10058938,Platón Sánches 
https://hdl.handle.net/20.500.11840/termmaster10077411,Borneo-Malay,https://hdl.handle.net/20.500.11840/termmaster10077410,
https://hdl.handle.net/20.500.11840/termmaster10057829,Dvorce,https://hdl.handle.net/20.500.11840/termmaster10057828,
https://hdl.handle.net/20.500.11840/termmaster10066368,bergpieken (onderdelen van aardoppervlakken)  ,https://hdl.handle.net/20.500.11840/termmaster10066366,bergtoppen | peaks (landforms)
https://hdl.handle.net/20.500.11840/termmaster10062043,Buluh Blangara,https://hdl.handle.net/20.500.11840/termmaster10062041,Boelohblangara | Bulohblangara | Buluhblangara
https://hdl.handle.net/20.500.11840/termmaster10058200,Domburg -Suriname,https://hdl.handle.net/20.500.11840/termmaster10058198,Doemborgu
https://hdl.handle.net/20.500.11840/termmaster10076606,Hindostaans,https://hdl.handle.net/20.500.11840/termmaster10076604,Hindoestani | Indo-Surinaams | Indo-Surinamese | Sarnami
https://hdl.handle.net/20.500.11840/termmaster10078027,Dravida (architectuurstijl),https://hdl.handle.net/20.500.11840/termmaster10077971,dravidian (architecture style) | dravidisch (architectuurstijl)
https://hdl.handle.net/20.500.11840/termmaster10078281,Andoni,https://hdl.handle.net/20.500.11840/termmaster10078280,
https://hdl.handle.net/20.500.11840/termmaster10048937,duo-sporten,https://hdl.handle.net/20.500.11840/termmaster10048926,badminton | ping-pong | sports with two players | tennis
https://hdl.handle.net/20.500.11840/termmaster10069112,spanningsmeters,https://hdl.handle.net/20.500.11840/termmaster10069109,strain gages
https://hdl.handle.net/20.500.11840/termmaster10064749,metalliseren,https://hdl.handle.net/20.500.11840/termmaster10064747,gemetaliseerd | metallizing
https://hdl.handle.net/20.500.11840/termmaster10071898,puntenslijpers,https://hdl.handle.net/20.500.11840/termmaster10071895,pencil sharpeners
https://hdl.handle.net/20.500.11840/termmaster10066813,markthallen,https://hdl.handle.net/20.500.11840/termmaster10066812,market halls
https://hdl.handle.net/20.500.11840/termmaster10077982,Kalighat-schilderstijl,https://hdl.handle.net/20.500.11840/termmaster10077980,Kalighat painting style
https://hdl.handle.net/20.500.11840/termmaster10067335,prenten naar proces of techniek,https://hdl.handle.net/20.500.11840/termmaster10067325,prints by process or technique
https://hdl.handle.net/20.500.11840/termmaster10048418,ijzerbewerking,https://hdl.handle.net/20.500.11840/termmaster10048416,iron working
https://hdl.handle.net/20.500.11840/termmaster10062708,Gamkonora (berg),https://hdl.handle.net/20.500.11840/termmaster10062707,Gamkomora (berg) | Gamkonara (mountain) | Gamkunoro (berg) | Gunung Gamkonara
https://hdl.handle.net/20.500.11840/termmaster10055568,Oulu (provincie),https://hdl.handle.net/20.500.11840/termmaster10055559,Oulu (province)
https://hdl.handle.net/20.500.11840/termmaster10069873,officiële documenten,https://hdl.handle.net/20.500.11840/termmaster10069836,akte | akten | official document | official documents | officieel document
https://hdl.handle.net/20.500.11840/termmaster10076697,Wangkajunga,https://hdl.handle.net/20.500.11840/termmaster10076682,Martu Wangka | Wangkajunka
https://hdl.handle.net/20.500.11840/termmaster10076931,Papua -culturen: Centrale Bergland,https://hdl.handle.net/20.500.11840/termmaster10076930,Papua cultures: central mountains
https://hdl.handle.net/20.500.11840/termmaster10060995,Gansu,https://hdl.handle.net/20.500.11840/termmaster10060930,
https://hdl.handle.net/20.500.11840/termmaster10064809,offsetdrukken,https://hdl.handle.net/20.500.11840/termmaster10064805,offset gedrukt | offset printing
https://hdl.handle.net/20.500.11840/termmaster10058913,Cantel,https://hdl.handle.net/20.500.11840/termmaster10058825,
https://hdl.handle.net/20.500.11840/termmaster10062652,Berau (regentschap),https://hdl.handle.net/20.500.11840/termmaster10062627,Berau (kabupaten) | Berau (regency)
https://hdl.handle.net/20.500.11840/termmaster10077529,Laboya,https://hdl.handle.net/20.500.11840/termmaster10077527,Lamboya
https://hdl.handle.net/20.500.11840/termmaster10055759,Ermelo,https://hdl.handle.net/20.500.11840/termmaster10055671,
https://hdl.handle.net/20.500.11840/termmaster10059776,Canyon de Chelly,https://hdl.handle.net/20.500.11840/termmaster10059734,
https://hdl.handle.net/20.500.11840/termmaster10059390,San Luis Acatlán,https://hdl.handle.net/20.500.11840/termmaster10059356,
https://hdl.handle.net/20.500.11840/termmaster10076177,Jabutí,https://hdl.handle.net/20.500.11840/termmaster10076171,Jabuti | Yabuti | Yabutí
https://hdl.handle.net/20.500.11840/termmaster10063100,Pingit,https://hdl.handle.net/20.500.11840/termmaster10063093,
https://hdl.handle.net/20.500.11840/termmaster10069998,gastenboeken,https://hdl.handle.net/20.500.11840/termmaster10069996,visitors' books
https://hdl.handle.net/20.500.11840/termmaster10054286,'Ataqah,https://hdl.handle.net/20.500.11840/termmaster10054283,'Atâqa | Ataka | Ataqa
https://hdl.handle.net/20.500.11840/termmaster10067720,prisma's,https://hdl.handle.net/20.500.11840/termmaster10067700,prisma | prisms
https://hdl.handle.net/20.500.11840/termmaster10069915,identificatietekens en symbolen,https://hdl.handle.net/20.500.11840/termmaster10069760,identifying markings and symbols | onderscheidingstekens en symbolen
https://hdl.handle.net/20.500.11840/termmaster10055274,Zuidelijk Afrika: regionaal,https://hdl.handle.net/20.500.11840/termmaster10055215,
https://hdl.handle.net/20.500.11840/termmaster10053991,Kwilu,https://hdl.handle.net/20.500.11840/termmaster10053987,
https://hdl.handle.net/20.500.11840/termmaster10060039,Fakarava,https://hdl.handle.net/20.500.11840/termmaster10060038,Witgenstein | Wittgenstein
https://hdl.handle.net/20.500.11840/termmaster10065797,nautilusschelp,https://hdl.handle.net/20.500.11840/termmaster10065794,nautilus | nautilus shell
https://hdl.handle.net/20.500.11840/termmaster10056932,Dortmund,https://hdl.handle.net/20.500.11840/termmaster10056860,
https://hdl.handle.net/20.500.11840/termmaster10058013,Schaffhausen (canton),https://hdl.handle.net/20.500.11840/termmaster10057984,
https://hdl.handle.net/20.500.11840/termmaster10064869,collage,https://hdl.handle.net/20.500.11840/termmaster10064776,collage (technique)
https://hdl.handle.net/20.500.11840/termmaster10070206,prentbriefkaarten,https://hdl.handle.net/20.500.11840/termmaster10070205,ansichtkaarten | picture postcards
https://hdl.handle.net/20.500.11840/termmaster10058661,Pedra Lavrada,https://hdl.handle.net/20.500.11840/termmaster10058659,
https://hdl.handle.net/20.500.11840/termmaster10076732,Wathaurong,https://hdl.handle.net/20.500.11840/termmaster10076730,Wadawurrung | Wathaurung | Wathawurrung
https://hdl.handle.net/20.500.11840/termmaster10057555,Cap Gris-Nez,https://hdl.handle.net/20.500.11840/termmaster10057552,
https://hdl.handle.net/20.500.11840/termmaster10071106,kurkentrekkers,https://hdl.handle.net/20.500.11840/termmaster10071103,corkscrews
https://hdl.handle.net/20.500.11840/termmaster10056638,Pembroke,https://hdl.handle.net/20.500.11840/termmaster10056637,
https://hdl.handle.net/20.500.11840/termmaster10069393,haarstukken,https://hdl.handle.net/20.500.11840/termmaster10069384,hairpieces
https://hdl.handle.net/20.500.11840/termmaster10067412,bouwtekeningen,https://hdl.handle.net/20.500.11840/termmaster10067411,architectural drawings | bouwkundige tekeningen
https://hdl.handle.net/20.500.11840/termmaster10061078,Dili (district),https://hdl.handle.net/20.500.11840/termmaster10061075,
https://hdl.handle.net/20.500.11840/termmaster10076060,Miskito,https://hdl.handle.net/20.500.11840/termmaster10076056,Miskíto | Mosquito
https://hdl.handle.net/20.500.11840/termmaster10062716,Halmahera Timur (regentschap),https://hdl.handle.net/20.500.11840/termmaster10062693,Halmahera Timur (kabupaten) | Halmahera Timur (regency) | Oost-Halmahera
https://hdl.handle.net/20.500.11840/termmaster10063535,Bangkok,https://hdl.handle.net/20.500.11840/termmaster10063534,Bangkok  (stadsgemeente) | Bangkok (municipality) | Krung Thep | Krung Thep Maha Nakhon
https://hdl.handle.net/20.500.11840/termmaster10054144,Ouango,https://hdl.handle.net/20.500.11840/termmaster10054140,
https://hdl.handle.net/20.500.11840/termmaster10056078,Stavoren,https://hdl.handle.net/20.500.11840/termmaster10056048,
https://hdl.handle.net/20.500.11840/termmaster10060916,Chòlla Namdo,https://hdl.handle.net/20.500.11840/termmaster10060901,Jeollanam-do
https://hdl.handle.net/20.500.11840/termmaster10066576,muuronderdelen naar vorm of functie,https://hdl.handle.net/20.500.11840/termmaster10066575,wall components by form or function
https://hdl.handle.net/20.500.11840/termmaster10077306,Taichang,https://hdl.handle.net/20.500.11840/termmaster10077291,
https://hdl.handle.net/20.500.11840/termmaster10066108,slagstokken,https://hdl.handle.net/20.500.11840/termmaster10066107,percussion beaters
https://hdl.handle.net/20.500.11840/termmaster10070989,bidsnoeren,https://hdl.handle.net/20.500.11840/termmaster10070985,gebedssnoeren | rosaries | rozenkransen
https://hdl.handle.net/20.500.11840/termmaster10069883,brandbrieven,https://hdl.handle.net/20.500.11840/termmaster10069881,appeal letters | dreigbrieven
https://hdl.handle.net/20.500.11840/termmaster10056574,Leicester,https://hdl.handle.net/20.500.11840/termmaster10056573,
https://hdl.handle.net/20.500.11840/termmaster10059545,La Brea Tar Pits (archeologische vindplaats),https://hdl.handle.net/20.500.11840/termmaster10059544,La Brea Tar Pits (archaeological site)
https://hdl.handle.net/20.500.11840/termmaster10063275,Cipanas (Cianjur),https://hdl.handle.net/20.500.11840/termmaster10063271,Tjipanas (Cianjur)
https://hdl.handle.net/20.500.11840/termmaster10064693,Famagusta,https://hdl.handle.net/20.500.11840/termmaster10064692,Ammochostos | Ammóchostos | Arsinoë | Magusa | Magusta
https://hdl.handle.net/20.500.11840/termmaster10060670,New Georgia-eilanden,https://hdl.handle.net/20.500.11840/termmaster10060669,New Georgia Islands
https://hdl.handle.net/20.500.11840/termmaster10060495,Uwe,https://hdl.handle.net/20.500.11840/termmaster10060468,
https://hdl.handle.net/20.500.11840/termmaster10065683,madronahout,https://hdl.handle.net/20.500.11840/termmaster10065674,Arbutus menziesii | madrona | madrone | pacific madrona | pacific madrone
https://hdl.handle.net/20.500.11840/termmaster10065390,keramiek en keramische producten,https://hdl.handle.net/20.500.11840/termmaster10065383,ceramic and ceramic products
https://hdl.handle.net/20.500.11840/termmaster10058181,Bigiston,https://hdl.handle.net/20.500.11840/termmaster10058172,
https://hdl.handle.net/20.500.11840/termmaster10054778,Adjara,https://hdl.handle.net/20.500.11840/termmaster10054776,
https://hdl.handle.net/20.500.11840/termmaster10065935,modderdoek,https://hdl.handle.net/20.500.11840/termmaster10065930,mud cloth | mud yed cloth
https://hdl.handle.net/20.500.11840/termmaster10067564,gewatteerde dekens,https://hdl.handle.net/20.500.11840/termmaster10067562,comforters
https://hdl.handle.net/20.500.11840/termmaster10059350,Popotla,https://hdl.handle.net/20.500.11840/termmaster10059341,
https://hdl.handle.net/20.500.11840/termmaster10065861,mensenhaar,https://hdl.handle.net/20.500.11840/termmaster10079474,human hair
https://hdl.handle.net/20.500.11840/termmaster10065026,kloppen (katoen),https://hdl.handle.net/20.500.11840/termmaster10065000,beating (cotton)
https://hdl.handle.net/20.500.11840/termmaster10063774,Nathdwara,https://hdl.handle.net/20.500.11840/termmaster10063759,Natadwara | Nathadwara | Nathdvara
https://hdl.handle.net/20.500.11840/termmaster10060209,Moreton (eiland),https://hdl.handle.net/20.500.11840/termmaster10060189,Moreton Island
https://hdl.handle.net/20.500.11840/termmaster10060202,Mabuiag (eiland),https://hdl.handle.net/20.500.11840/termmaster10060200,Mabuiag Island
https://hdl.handle.net/20.500.11840/termmaster10055047,Sokodé,https://hdl.handle.net/20.500.11840/termmaster10055045,
https://hdl.handle.net/20.500.11840/termmaster10056868,Leverkusen,https://hdl.handle.net/20.500.11840/termmaster10056862,
https://hdl.handle.net/20.500.11840/termmaster10055106,Koulikoro (regio),https://hdl.handle.net/20.500.11840/termmaster10055095,Koulikoro (region)
https://hdl.handle.net/20.500.11840/termmaster10071637,telramen,https://hdl.handle.net/20.500.11840/termmaster10071635,abaci (calculators) | abaci (telramen)
https://hdl.handle.net/20.500.11840/termmaster10048487,huisraad,https://hdl.handle.net/20.500.11840/termmaster10048478,household | verblijven
https://hdl.handle.net/20.500.11840/termmaster10061790,Nias Utara (regentschap),https://hdl.handle.net/20.500.11840/termmaster10061777,Nias Utara (kabupaten) | Nias Utara (regency) | Nias-Utara | Nias: noord | Noord-Nias
https://hdl.handle.net/20.500.11840/termmaster10055436,Uppsala,https://hdl.handle.net/20.500.11840/termmaster10055432,
https://hdl.handle.net/20.500.11840/termmaster10054514,Ait Ouaouzguit,https://hdl.handle.net/20.500.11840/termmaster10054385,
https://hdl.handle.net/20.500.11840/termmaster10062074,Teunom,https://hdl.handle.net/20.500.11840/termmaster10062067,
https://hdl.handle.net/20.500.11840/termmaster10078180,Kazakh,https://hdl.handle.net/20.500.11840/termmaster10078172,Kazak
https://hdl.handle.net/20.500.11840/termmaster10056069,Terschelling,https://hdl.handle.net/20.500.11840/termmaster10056065,
https://hdl.handle.net/20.500.11840/termmaster10056628,Glasgow,https://hdl.handle.net/20.500.11840/termmaster10056600,
https://hdl.handle.net/20.500.11840/termmaster10065957,tweed,https://hdl.handle.net/20.500.11840/termmaster10065956,
https://hdl.handle.net/20.500.11840/termmaster10062078,Beutong,https://hdl.handle.net/20.500.11840/termmaster10062077,
https://hdl.handle.net/20.500.11840/termmaster10053848,Salazie,https://hdl.handle.net/20.500.11840/termmaster10053843,
https://hdl.handle.net/20.500.11840/termmaster10067441,houtskooltekeningen,https://hdl.handle.net/20.500.11840/termmaster10067434,
https://hdl.handle.net/20.500.11840/termmaster10064469,Al Wafi,https://hdl.handle.net/20.500.11840/termmaster10064465,
https://hdl.handle.net/20.500.11840/termmaster10070246,verkeersborden,https://hdl.handle.net/20.500.11840/termmaster10070243,traffic signs
https://hdl.handle.net/20.500.11840/termmaster10062000,Kampar Kiri (rivier),https://hdl.handle.net/20.500.11840/termmaster10061996,Kampar Kiri River | Sungai Kampar Kiri
https://hdl.handle.net/20.500.11840/termmaster10068517,voetballen,https://hdl.handle.net/20.500.11840/termmaster10068513,footballs
https://hdl.handle.net/20.500.11840/termmaster10075865,Monagask,https://hdl.handle.net/20.500.11840/termmaster10075826,Monégasque
https://hdl.handle.net/20.500.11840/termmaster10068898,spirituele voorwerpen,https://hdl.handle.net/20.500.11840/termmaster10068882,spirit objects
https://hdl.handle.net/20.500.11840/termmaster10067071,toranas,https://hdl.handle.net/20.500.11840/termmaster10067070,
https://hdl.handle.net/20.500.11840/termmaster10068742,inductoren,https://hdl.handle.net/20.500.11840/termmaster10068723,
https://hdl.handle.net/20.500.11840/termmaster10076403,Inca Horizon,https://hdl.handle.net/20.500.11840/termmaster10076402,
https://hdl.handle.net/20.500.11840/termmaster10077138,Vroeg-Heian,https://hdl.handle.net/20.500.11840/termmaster10077137,Early Heian
https://hdl.handle.net/20.500.11840/termmaster10059845,Kuummiit,https://hdl.handle.net/20.500.11840/termmaster10059841,Kungmiut | Kûngmiut
https://hdl.handle.net/20.500.11840/termmaster10079097,ceremonieën,https://hdl.handle.net/20.500.11840/termmaster10048781,ceremonies
https://hdl.handle.net/20.500.11840/termmaster10054952,Cess (rivier),https://hdl.handle.net/20.500.11840/termmaster10054951,Cess (river)
https://hdl.handle.net/20.500.11840/termmaster10068760,verlichting naar locatie of context,https://hdl.handle.net/20.500.11840/termmaster10068759,lighting by location or context
https://hdl.handle.net/20.500.11840/termmaster10055062,Ouahigouya,https://hdl.handle.net/20.500.11840/termmaster10055051,
https://hdl.handle.net/20.500.11840/termmaster10068711,hengsels,https://hdl.handle.net/20.500.11840/termmaster10068663,bail handles | beugelhandvatten
https://hdl.handle.net/20.500.11840/termmaster10078209,Sarwa,https://hdl.handle.net/20.500.11840/termmaster10078206,Basarwa
https://hdl.handle.net/20.500.11840/termmaster10076256,Klikitat,https://hdl.handle.net/20.500.11840/termmaster10076254,
https://hdl.handle.net/20.500.11840/termmaster10067875,wapenrekken,https://hdl.handle.net/20.500.11840/termmaster10067873,weapon racks
https://hdl.handle.net/20.500.11840/termmaster10070295,brugkruiken,https://hdl.handle.net/20.500.11840/termmaster10070294,bridge jars
https://hdl.handle.net/20.500.11840/termmaster10067989,slaghoedjes (vuurwapenonderdelen),https://hdl.handle.net/20.500.11840/termmaster10067986,percussion caps
https://hdl.handle.net/20.500.11840/termmaster10066515,mihrabs,https://hdl.handle.net/20.500.11840/termmaster10066512,
https://hdl.handle.net/20.500.11840/termmaster10068443,railvoertuigen,https://hdl.handle.net/20.500.11840/termmaster10068442,rail guideway vehicles
https://hdl.handle.net/20.500.11840/termmaster10070746,poederzakken,https://hdl.handle.net/20.500.11840/termmaster10070745,poedertassen | powder bags
https://hdl.handle.net/20.500.11840/termmaster10064480,Al Hufuf,https://hdl.handle.net/20.500.11840/termmaster10064479,Al Hofuf
https://hdl.handle.net/20.500.11840/termmaster10071888,"schets-, teken- en schrijfbenodigdheden",https://hdl.handle.net/20.500.11840/termmaster10071815,"drafting, drawing and writing equipment"
https://hdl.handle.net/20.500.11840/termmaster10060728,Tobi,https://hdl.handle.net/20.500.11840/termmaster10060726,
https://hdl.handle.net/20.500.11840/termmaster10069150,klokken naar functie,https://hdl.handle.net/20.500.11840/termmaster10069149,clocks by function
https://hdl.handle.net/20.500.11840/termmaster10077574,Bugis,https://hdl.handle.net/20.500.11840/termmaster10077570,Boeginees | Buginese | Ugi
https://hdl.handle.net/20.500.11840/termmaster10066519,loopgraven,https://hdl.handle.net/20.500.11840/termmaster10066518,defensive earthworks | defensive fighting position (earthworks)
https://hdl.handle.net/20.500.11840/termmaster10060117,Mu'a,https://hdl.handle.net/20.500.11840/termmaster10060115,
https://hdl.handle.net/20.500.11840/termmaster10077046,Mo,https://hdl.handle.net/20.500.11840/termmaster10077037,Wakde 
https://hdl.handle.net/20.500.11840/termmaster10056032,Westerhaar,https://hdl.handle.net/20.500.11840/termmaster10055995,
